chr10	126138390	126138391	48.1481	27	-	126138390	126138391	90,150,0	0	10
chr10	126138394	126138395	50	24	-	126138394	126138395	90,150,0	0	10
chr10	126138398	126138399	45	20	-	126138398	126138399	90,150,0	0	12
chr10	126138408	126138409	50	20	-	126138408	126138409	90,150,0	0	12
chr10	126138413	126138414	42.1053	19	-	126138413	126138414	90,150,0	0	15
chr10	126138415	126138416	54.5455	22	-	126138415	126138416	120,120,0	0	17
chr10	126138480	126138481	44.4444	18	-	126138480	126138481	90,150,0	0	11
chr10	126138491	126138492	27.2727	22	-	126138491	126138492	60,180,0	0	13
chr10	126138494	126138495	27.2727	22	-	126138494	126138495	60,180,0	0	13
chr10	126138516	126138517	35.7143	14	-	126138516	126138517	90,150,0	0	16
chr10	126138519	126138520	33.3333	12	-	126138519	126138520	90,150,0	0	16
chr10	126138525	126138526	30	10	-	126138525	126138526	60,180,0	0	16
chr10	126138530	126138531	22.2222	9	-	126138530	126138531	60,180,0	0	16
chr10	126138533	126138534	20	10	-	126138533	126138534	30,210,0	0	16
chr10	126138537	126138538	14.2857	7	-	126138537	126138538	30,210,0	0	17
chr10	126138540	126138541	14.2857	7	-	126138540	126138541	30,210,0	0	19
chr10	126138543	126138544	14.2857	7	-	126138543	126138544	30,210,0	0	20
chr10	126138545	126138546	14.2857	7	-	126138545	126138546	30,210,0	0	20
